Type,Emitter
Maker,"Omega"
ProductName,"XF3095(700ALP)"
Comment,""
Public,1
wavedataset
1100.02832,72.70320892
1098.975098,79.40759277
1098.038208,76.56518555
1096.983276,81.67916107
1096.044922,81.41510773
1094.988403,82.55011749
1094.048584,75.96735382
1092.990479,83.36172485
1092.049194,79.79043579
1090.989502,82.95796204
1090.046875,78.23374939
1088.985474,76.0982132
1088.041382,84.58525085
1086.978516,75.06680298
1086.032959,77.41548157
1084.968384,72.63031006
1084.021484,79.1135788
1082.955322,83.25081635
1082.006958,76.40949249
1081.057861,86.45625305
1079.98938,79.88047791
1079.03894,82.29425812
1077.968872,78.59554291
1077.016968,76.93624115
1075.945313,80.38197327
1074.992065,84.23484802
1074.038086,77.41662598
1072.964111,80.11659241
1072.008789,83.17415619
1071.052734,80.05897522
1069.97644,76.31365204
1069.019043,79.84396362
1067.941162,79.32364655
1066.9823,81.03811646
1066.022827,82.26686859
1064.942627,79.15631866
1063.981812,79.67760468
1063.020264,85.33323669
1062.058105,81.29175568
1060.974854,79.17229462
1060.01123,76.97647858
1059.046997,76.02973938
1057.961426,76.99172211
1056.99585,80.47773743
1056.029541,78.40683746
1054.941772,83.0639267
1053.974121,80.16566467
1053.005737,81.73013306
1052.036865,83.01850128
1050.945923,83.41838074
1049.975586,82.37998199
1049.004639,84.68055725
1048.033081,84.32530212
1046.939209,83.39806366
1045.966187,83.61067963
1044.992554,84.30893707
1044.018311,82.44689941
1043.043335,85.32309723
1041.945801,84.8123703
1040.969482,83.90447235
1039.992554,83.65949249
1039.014893,81.83499146
1038.036743,84.14608765
1037.057861,83.31846619
1035.955933,84.29929352
1034.975708,82.67503357
1033.994751,81.83371735
1033.013306,80.35884857
1032.031128,81.59140015
1031.048462,80.123703
1029.942017,82.02709198
1028.957886,80.75895691
1027.973145,82.07318878
1026.987793,81.77850342
1026.001709,81.58437347
1025.015137,81.60404205
1024.027832,80.71823883
1023.039917,81.38826752
1022.051331,81.70632935
1020.938477,81.01039886
1019.948608,81.13591003
1018.958069,82.61579132
1017.966919,80.90529633
1016.975159,81.84554291
1015.982788,83.05873108
1014.989746,81.17783356
1013.996094,82.491539
1013.001831,81.54214478
1012.006897,82.07611847
1011.011414,82.08172607
1010.015259,81.5504303
1009.018494,82.42017365
1008.021057,81.42517853
1007.023071,82.3037262
1006.024414,82.41002655
1005.025146,81.89340973
1004.025269,82.00930023
1003.02478,82.09270477
1002.023682,82.09825897
1001.021973,82.05825806
1000.019592,81.19483948
999.0166016,81.13424683
998.0130615,80.78701019
997.0088501,80.96828461
996.0040283,80.28413391
994.9985962,80.49082947
993.9925537,80.41734314
992.9859009,80.7641983
991.9786377,80.35636139
990.9707642,80.30323029
989.9622803,80.79658508
988.953186,80.78178406
987.9434814,81.12934875
987.0595093,81.12944031
986.048645,82.38996887
985.0371704,82.22834778
984.0250854,82.00772095
983.0124512,82.60887909
981.9991455,83.4161377
980.9852905,83.13523102
979.9707642,83.45102692
978.9556885,84.16127777
977.9400024,84.08860779
977.0507813,84.36387634
976.0339355,83.98071289
975.0164795,84.23179626
973.9984741,83.94234467
972.9798584,84.74452209
