Type,Recommend
"Cy5","49006 ET-Cy5"
"Cy5","49009 ET-Cy5 Narrow Excitation"
"Cy5","XF407"
"Cy5","XF416"
"Cy5","XF208"
"Cy5","CY5-4040B"
