Type,Recommend
"Ethidium Bromide","41007 Cy3"
"Ethidium Bromide","U-FGW"
"Ethidium Bromide","U-MWG2"
"Ethidium Bromide","U-MNG2"
"Ethidium Bromide","U-MWIG3"
"Ethidium Bromide","XF103-2"
"Ethidium Bromide","XF28"
"Ethidium Bromide","TRITC-A-Basic"
