Type,Recommend
"Resorufin","41010 Resorufin"
"Resorufin","49005 ET-DSRed(TRITC/Cy3)"
"Resorufin","U-FGW"
"Resorufin","U-MWG2"
"Resorufin","U-MNG2"
"Resorufin","U-MWIG3"
"Resorufin","XF402"
"Resorufin","XF406"
"Resorufin","XF413"
"Resorufin","CY3-4040C"
