Type,Recommend
"Rhodamine-Phalloidin","U-FGW"
"Rhodamine-Phalloidin","U-FGWA"
"Rhodamine-Phalloidin","U-FGNA"
"Rhodamine-Phalloidin","U-MSWG2"
"Rhodamine-Phalloidin","U-MWG2"
"Rhodamine-Phalloidin","U-MNG2"
"Rhodamine-Phalloidin","U-MWIG3"
"Rhodamine-Phalloidin","U-MWIGA3"
"Rhodamine-Phalloidin","U-MNIGA3"
"Rhodamine-Phalloidin","XF402"
"Rhodamine-Phalloidin","XF204"
"Rhodamine-Phalloidin","XF413"
"Rhodamine-Phalloidin","TRITC-A-Basic"
