Type,Recommend
"mAzami-Green1","U-MWIB3"
"mAzami-Green1","U-MWIBA3"
"mAzami-Green1","U-MNIBA3"
"mAzami-Green1","U-FBWA"
"mAzami-Green1","U-FBNA"
"mAzami-Green1","U-FGFP"
"mAzami-Green1","U-FBW"
"mAzami-Green1","U-MGFPHQ"
