Type,Recommend
"Alexa Fluor 350","U-FUW"
"Alexa Fluor 350","U-FUN"
"Alexa Fluor 350","U-FUNA"
"Alexa Fluor 350","U-MWU2"
"Alexa Fluor 350","U-MNU2"
"Alexa Fluor 350","U-MNUA2"
"Alexa Fluor 350","XF408"
"Alexa Fluor 350","XF403"
"Alexa Fluor 350","49000 ET-DAPI"
"Alexa Fluor 350","31000v2 DAPI/Hoechst/AMCA"
"Alexa Fluor 350","DAPI-1160B"
"Alexa Fluor 350","DAPI-5060C"
