Type,Recommend
"ECFP","49001 ET-CFP"
"ECFP","U-FBVW"
"ECFP","U-FCFP"
"ECFP","U-MWBV2"
"ECFP","U-MNBV2"
"ECFP","U-MCFPHQ"
"ECFP","XF401"
"ECFP","XF130-2"
"ECFP","CFP-2432B"
