0.11,3.26599e-08,3.0946e-05,1.656e-05,2e-08,"(0,1)","(0,0)"
0.11,3.26599e-08,4.0403e-05,3.918e-05,2e-08,"(1,1)","(0,0)"
0.11,3.26599e-08,4.49409e-05,2.948e-05,2e-08,"(2,1)","(0,0)"
0.11,3.26599e-08,3.48604e-05,4.274e-05,2e-08,"(3,1)","(0,0)"
0.11,7.51177e-07,4.32435e-05,3.518e-05,2e-08,"(4,1)","(0,0)"
0.11,3.26599e-08,2.40178e-05,4.4e-06,2e-08,"(5,1)","(0,0)"
0.11,1.33905e-06,8.46395e-06,2.838e-05,2e-08,"(6,1)","(0,0)"
0.11,1.95959e-06,2.7505e-05,3.024e-05,2e-08,"(7,1)","(0,0)"
0.11,3.26599e-08,7.42472e-06,1.73e-05,2e-08,"(8,1)","(0,0)"
0.11,4.24578e-07,2.29439e-05,4.698e-05,2e-08,"(9,1)","(0,0)"
0.11,3.26599e-08,3.17427e-05,4.054e-05,2e-08,"(10,1)","(0,0)"
0.11,2.61279e-07,2.73664e-06,2.318e-05,2e-08,"(11,1)","(0,0)"
0.11,3.26599e-08,2.284e-05,3.608e-05,2e-08,"(12,1)","(0,0)"
0.11,3.26599e-08,4.45945e-05,3.084e-05,2e-08,"(13,1)","(0,0)"
0.11,1.79629e-06,1.70203e-05,3.192e-05,2e-08,"(14,1)","(0,0)"
0.11,3.26599e-08,1.77477e-05,1.058e-05,2e-08,"(15,1)","(0,0)"
0.11,1.1431e-06,2.27707e-05,4.336e-05,2e-08,"(16,1)","(0,0)"
0.11,3.26599e-08,1.98608e-05,3.996e-05,2e-08,"(17,1)","(0,0)"
0.11,5.87878e-07,1.76669e-05,4.532e-05,2e-08,"(18,1)","(0,0)"
0.11,1.73097e-06,3.65232e-05,2.466e-05,2e-08,"(19,1)","(0,0)"
0.11,1.82895e-06,1.52767e-05,2.618e-05,2e-08,"(20,1)","(0,0)"
0.11,1.07778e-06,9.08749e-06,3.546e-05,2e-08,"(21,1)","(0,0)"
0.11,3.26599e-08,4.46985e-05,2.974e-05,2e-08,"(22,1)","(0,0)"
0.11,1.66565e-06,1.97916e-05,3.676e-05,2e-08,"(23,1)","(0,0)"
0.11,3.26599e-08,2.71008e-05,1.298e-05,2e-08,"(24,1)","(0,0)"
0.11,3.26599e-08,4.07147e-05,3.52e-05,2e-08,"(25,1)","(0,0)"
0.11,1.92693e-06,2.53688e-05,1.858e-05,2e-08,"(26,1)","(0,0)"
0.11,3.26599e-08,1.54614e-05,1.754e-05,2e-08,"(27,1)","(0,0)"
0.11,1.46969e-06,4.05069e-05,2.592e-05,2e-08,"(28,1)","(0,0)"
0.11,3.26599e-08,4.3105e-05,1.606e-05,2e-08,"(29,1)","(0,0)"
0.11,3.26599e-08,9.98816e-06,3.138e-05,2e-08,"(30,1)","(0,0)"
0.11,3.26599e-08,1.41451e-05,2.522e-05,2e-08,"(31,1)","(0,0)"
0.11,1.30639e-06,1.77362e-05,4.06e-05,2e-08,"(32,1)","(0,0)"
0.11,3.26599e-08,1.70203e-05,1.792e-05,2e-08,"(33,1)","(0,0)"
0.11,3.26599e-08,1.77824e-05,1.716e-05,2e-08,"(34,1)","(0,0)"
