0.07,1.01246e-06,1.25862e-05,3.66e-05,2e-08,"(0,3)","(0,0)",1.0,68928.0
0.07,3.26599e-08,4.06108e-05,2.61e-05,2e-08,"(1,3)","(0,0)",1.0,481.0
0.07,3.26599e-08,1.90641e-05,3.17e-05,2e-08,"(2,3)","(0,0)",1.0,522.0
0.07,6.20537e-07,2.3221e-05,4.166e-05,2e-08,"(3,3)","(0,0)",1.0,444.0
0.07,3.26599e-08,1.21705e-05,2.364e-05,2e-08,"(4,3)","(0,0)",1.0,1652.0
0.07,1.20841e-06,8.4986e-06,1.916e-05,2e-08,"(5,3)","(0,0)",1.0,286.0
0.07,3.26599e-08,1.66046e-05,9.64e-06,2e-08,"(6,3)","(0,0)",1.0,290.0
0.07,1.63299e-06,1.81519e-05,3.396e-05,2e-08,"(7,3)","(0,0)",1.0,260.0
0.07,3.26599e-08,4.02644e-05,2.174e-05,2e-08,"(8,3)","(0,0)",1.0,304.0
0.07,1.11044e-06,3.6477e-05,3.67e-05,2e-08,"(9,3)","(0,0)",1.0,2568.0
0.07,3.26599e-08,2.51956e-05,1.392e-05,2e-08,"(10,3)","(0,0)",1.0,7486.0
0.07,1.53501e-06,3.66617e-05,3.19e-05,2e-08,"(11,3)","(0,0)",1.0,1161.0
0.07,3.26599e-08,3.52761e-05,2.538e-05,2e-08,"(12,3)","(0,0)",1.0,4415.0
0.07,3.26599e-08,2.14197e-05,1.662e-05,2e-08,"(13,3)","(0,0)",1.0,387.0
0.07,1.76363e-06,3.14887e-05,1.798e-05,2e-08,"(14,3)","(0,0)",1.0,9344.0
0.07,3.26599e-08,9.46854e-06,2.6e-05,2e-08,"(15,3)","(0,0)",1.0,286.0
0.07,7.51177e-07,8.56788e-06,3.504e-05,2e-08,"(16,3)","(0,0)",1.0,368.0
0.07,1.69831e-06,2.80592e-05,1.592e-05,2e-08,"(17,3)","(0,0)",1.0,878.0
0.07,3.26599e-08,4.3486e-05,2.708e-05,2e-08,"(18,3)","(0,0)",1.0,615.0
0.07,3.26599e-08,1.7921e-05,2.536e-05,2e-08,"(19,3)","(0,0)",1.0,319.0
0.07,1.95959e-06,2.86135e-05,2.232e-05,2e-08,"(20,3)","(0,0)",1.0,415.0
0.07,1.01246e-06,3.48258e-05,1.18e-05,2e-08,"(21,3)","(0,0)",1.0,1543.0
0.07,5.87878e-07,4.47216e-05,3.182e-05,2e-08,"(22,3)","(0,0)",1.0,1401.0
0.07,3.26599e-08,1.83713e-05,2.042e-05,2e-08,"(23,3)","(0,0)",1.0,4156.0
0.07,1.37171e-06,4.09457e-05,2.82e-05,2e-08,"(24,3)","(0,0)",1.0,313.0
0.07,3.26599e-08,3.32669e-05,3.19e-05,2e-08,"(25,3)","(0,0)",1.0,11627.0
0.07,3.26599e-08,2.90407e-05,3.894e-05,2e-08,"(26,3)","(0,0)",1.0,244.0
0.07,3.26599e-08,4.54952e-05,3.048e-05,2e-08,"(27,3)","(0,0)",1.0,787.0
0.07,9.14476e-07,3.48489e-05,3.856e-05,2e-08,"(28,3)","(0,0)",1.0,914.0
0.07,3.26599e-08,2.24936e-05,2.24e-05,2e-08,"(29,3)","(0,0)",1.0,2560.0
0.07,1.20841e-06,7.00903e-06,2.57e-05,2e-08,"(30,3)","(0,0)",1.0,696.0
0.07,1.07778e-06,2.60616e-05,1.026e-05,2e-08,"(31,3)","(0,0)",1.0,165420.0
0.07,1.92693e-06,1.88909e-05,2.78e-05,2e-08,"(32,3)","(0,0)",1.0,808.0
0.07,3.26599e-08,4.28278e-05,2.926e-05,2e-08,"(33,3)","(0,0)",1.0,546.0
0.07,3.26599e-08,1.35908e-05,1.038e-05,2e-08,"(34,3)","(0,0)",1.0,415.0
