0.03,3.26599e-08,3.08767e-05,1.652e-05,2e-08,"(0,1)","(0,0)"
0.03,3.26599e-08,4.0403e-05,3.918e-05,2e-08,"(1,1)","(0,0)"
0.03,3.26599e-08,4.48717e-05,2.948e-05,2e-08,"(2,1)","(0,0)"
0.03,3.26599e-08,3.47911e-05,4.278e-05,2e-08,"(3,1)","(0,0)"
0.03,7.51177e-07,4.32435e-05,3.518e-05,2e-08,"(4,1)","(0,0)"
0.03,3.26599e-08,2.40178e-05,4.4e-06,2e-08,"(5,1)","(0,0)"
0.03,1.33905e-06,8.46395e-06,2.842e-05,2e-08,"(6,1)","(0,0)"
0.03,1.95959e-06,2.74703e-05,3.026e-05,2e-08,"(7,1)","(0,0)"
0.03,3.26599e-08,7.45937e-06,1.736e-05,2e-08,"(8,1)","(0,0)"
0.03,4.24578e-07,2.30132e-05,4.694e-05,2e-08,"(9,1)","(0,0)"
0.03,3.26599e-08,3.16734e-05,4.05e-05,2e-08,"(10,1)","(0,0)"
0.03,2.28619e-07,2.71355e-06,2.314e-05,2e-08,"(11,1)","(0,0)"
0.03,3.26599e-08,2.28053e-05,3.61e-05,2e-08,"(12,1)","(0,0)"
0.03,3.26599e-08,4.45945e-05,3.084e-05,2e-08,"(13,1)","(0,0)"
0.03,1.79629e-06,1.70896e-05,3.192e-05,2e-08,"(14,1)","(0,0)"
0.03,3.26599e-08,1.77477e-05,1.062e-05,2e-08,"(15,1)","(0,0)"
0.03,1.1431e-06,2.27361e-05,4.334e-05,2e-08,"(16,1)","(0,0)"
0.03,3.26599e-08,1.97916e-05,3.996e-05,2e-08,"(17,1)","(0,0)"
0.03,5.87878e-07,1.75976e-05,4.532e-05,2e-08,"(18,1)","(0,0)"
0.03,1.73097e-06,3.64885e-05,2.46e-05,2e-08,"(19,1)","(0,0)"
0.03,1.82895e-06,1.5242e-05,2.616e-05,2e-08,"(20,1)","(0,0)"
0.03,1.07778e-06,9.15678e-06,3.546e-05,2e-08,"(21,1)","(0,0)"
0.03,3.26599e-08,4.47331e-05,2.98e-05,2e-08,"(22,1)","(0,0)"
0.03,1.66565e-06,1.97569e-05,3.682e-05,2e-08,"(23,1)","(0,0)"
0.03,3.26599e-08,2.70662e-05,1.292e-05,2e-08,"(24,1)","(0,0)"
0.03,3.26599e-08,4.06801e-05,3.522e-05,2e-08,"(25,1)","(0,0)"
0.03,1.92693e-06,2.54381e-05,1.858e-05,2e-08,"(26,1)","(0,0)"
0.03,3.26599e-08,1.54614e-05,1.758e-05,2e-08,"(27,1)","(0,0)"
0.03,1.46969e-06,4.05415e-05,2.586e-05,2e-08,"(28,1)","(0,0)"
0.03,3.26599e-08,4.3105e-05,1.598e-05,2e-08,"(29,1)","(0,0)"
