Type,Recommend
"Alexa Fluor 532","U-FBW"
"Alexa Fluor 532","U-FBN"
"Alexa Fluor 532","U-FBWA"
"Alexa Fluor 532","U-FBNA"
"Alexa Fluor 532","U-MWIB3"
"Alexa Fluor 532","U-MNIB3"
"Alexa Fluor 532","U-MWIBA3"
"Alexa Fluor 532","U-MNIBA3"
"Alexa Fluor 532","XF412"
"Alexa Fluor 532","XF203"
"Alexa Fluor 532","TRITC-A-Basic"
"Alexa Fluor 532","49010 ET-R&B Phycoerythrin/mOrange/mKO"
"Alexa Fluor 532","41011 Eosin/ZsYellow"
