Type,Recommend
"EBFP","49021 ET-EBFP2/Coumarin/Attenuated DAPI"
"EBFP","U-FUW"
"EBFP","U-FUN"
"EBFP","U-FUNA"
"EBFP","U-MWU2"
"EBFP","U-MNU2"
"EBFP","XF403"
"EBFP","XF408"
"EBFP","DAPI-1160B"
"EBFP","DAPI-5060C"
