Type,Recommend
"Azami-Green","U-MWIB3"
"Azami-Green","U-MWIBA3"
"Azami-Green","U-MNIBA3"
"Azami-Green","XF404"
"Azami-Green","XF409"
"Azami-Green","XF410"
"Azami-Green","XF411"
"Azami-Green","XF202"
"Azami-Green","U-FBWA"
"Azami-Green","U-FBNA"
"Azami-Green","U-FGFP"
"Azami-Green","U-FBW"
"Azami-Green","U-MGFPHQ"
"Azami-Green","49002 ET-GFP(FITC/Cy2)"
"Azami-Green","41001 FITC/RSGFP/Bodipy/Fluo3/DiO"
