Type,Recommend
"EYFP","49003 ET-EYFP"
"EYFP","41028 Yellow GFP BP(10C/Topaz)"
"EYFP","U-FBW"
"EYFP","U-FBN"
"EYFP","U-FBWA"
"EYFP","U-FBNA"
"EYFP","U-FYFP"
"EYFP","U-MWIB3"
"EYFP","U-MNIB3"
"EYFP","U-MWIBA3"
"EYFP","U-MNIBA3"
"EYFP","U-MYFPHQ"
"EYFP","YFP-2427B"
"EYFP","XF412"
"EYFP","XF105-2"
