Type,Recommend
"Propidium Iodide(PI)","41005 Propidium Iodide"
"Propidium Iodide(PI)","U-FGW"
"Propidium Iodide(PI)","U-MSWG2"
"Propidium Iodide(PI)","U-MWG2"
"Propidium Iodide(PI)","U-MNG2"
"Propidium Iodide(PI)","U-MWIG3"
"Propidium Iodide(PI)","XF103-2"
"Propidium Iodide(PI)","XF413"
"Propidium Iodide(PI)","TxRed-4040C"
