Type,Recommend
"Tetramethylrhodamine(TRITC)","49004 ET-CY3"
"Tetramethylrhodamine(TRITC)","49005 ET-DSRed(TRITC/Cy3)"
"Tetramethylrhodamine(TRITC)","U-FGW"
"Tetramethylrhodamine(TRITC)","U-FGWA"
"Tetramethylrhodamine(TRITC)","U-MWIG3"
"Tetramethylrhodamine(TRITC)","U-MWIGA3"
"Tetramethylrhodamine(TRITC)","TRITC-B"
"Tetramethylrhodamine(TRITC)","TRITC-A-Basic"
"Tetramethylrhodamine(TRITC)","XF402"
