Type,Recommend
"Venus","XF412"
"Venus","XF105-2"
"Venus","49003 ET-EYFP"
"Venus","41028 Yellow GFP BP(10C/Topaz)"
"Venus","U-FYFP"
"Venus","U-MYFPHQ"
"Venus","YFP-2427B"
"Venus","YFP-A-Basic"
