Type,Recommend
"BODIPY FL","U-FBWA"
"BODIPY FL","U-FBNA"
"BODIPY FL","U-MWIBA3"
"BODIPY FL","U-MNIBA3"
"BODIPY FL","XF404"
"BODIPY FL","XF409"
"BODIPY FL","XF411"
"BODIPY FL","XF202"
"BODIPY FL","49011 ET-FITC/Alexa Fluor 488/Fluo3/Oregon Green"
"BODIPY FL","49002 ET-GFP(FITC/Cy2)"
"BODIPY FL","FITC-3540C"
