Type,Recommend
"Alexa Fluor 546","U-FGW"
"Alexa Fluor 546","U-MWIG3"
"Alexa Fluor 546","49004 ET-CY3"
"Alexa Fluor 546","41002b TRITC(Rhodamine with narrow-band excitation filter)"
"Alexa Fluor 546","CY3-4040C"
