Type,Recommend
"Cy3","49004 ET-CY3"
"Cy3","49005 ET-DSRed(TRITC/Cy3)"
"Cy3","U-FGW"
"Cy3","U-MWIG3"
"Cy3","XF402"
"Cy3","XF204"
"Cy3","XF413"
"Cy3","CY3-4040C"
