Type,CCD
939, 0.0639508750968
940, 0.0631587382415
941, 0.0623744172916
942, 0.0615978650716
943, 0.060829034251
944, 0.0600678773528
945, 0.0593143467614
946, 0.0585683947301
947, 0.057829973389
948, 0.0570990347525
949, 0.0563755307273
950, 0.0556594131192
951, 0.0549506336409
952, 0.0542491439195
953, 0.0535548955032
954, 0.0528678398691
955, 0.0521879284298
956, 0.0515151125405
957, 0.0508493435061
958, 0.050190572588
959, 0.0495387510107
960, 0.0488938299687
961, 0.0482557606327
962, 0.0476244941568
963, 0.0469999816841
964, 0.0463821743538
965, 0.0457710233071
966, 0.0451664796932
967, 0.044568494676
968, 0.0439770194393
969, 0.0433920051937
970, 0.0428134031815
971, 0.0422411646832
972, 0.0416752410228
973, 0.0411155835735
974, 0.0405621437633
975, 0.0400148730803
976, 0.0394737230782
977, 0.0389386453814
978, 0.0384095916905
979, 0.037886513787
980, 0.0373693635387
981, 0.0368580929044
982, 0.0363526539388
983, 0.0358529987974
984, 0.0353590797411
985, 0.034870849141
986, 0.0343882594824
987, 0.0339112633702
988, 0.0334398135322
989, 0.0329738628242
990, 0.0325133642339
991, 0.032058270885
992, 0.0316085360415
993, 0.0311641131112
994, 0.0307249556503
995, 0.0302910173664
996, 0.0298622521231
997, 0.0294386139429
998, 0.0290200570114
999, 0.0286065356803
