Type,Recommend
"mCherry","49008 ET-mCherry,Texas Red"
"mCherry","U-FYW"
"mCherry","U-FMCHE"
"mCherry","U-MWIY2"
"mCherry","XF406"
"mCherry","XF414"
"mCherry","XF206"
"mCherry","TxRed-A-Basic"
"mCherry","mCherry-B"
"mCherry","mCherry-40LP-A"
