Type,Recommend
"DiI","49005 ET-DSRed(TRITC/Cy3)"
"DiI","49004 ET-CY3"
"DiI","U-FGW"
"DiI","U-MWG2"
"DiI","U-MNG2"
"DiI","U-MWIG3"
"DiI","XF405"
"DiI","XF402"
"DiI","XF413"
"DiI","TRITC-A-Basic"
