Type,Recommend
"Allophycocyanin(APC)","U-FYW"
"Allophycocyanin(APC)","U-MWIY2"
"Allophycocyanin(APC)","XF416"
"Allophycocyanin(APC)","49006 ET-Cy5"
"Allophycocyanin(APC)","41008 Cy5"
"Allophycocyanin(APC)","CY5-4040B"
