Type,Recommend
"Alexa Fluor 647","XF416"
"Alexa Fluor 647","XF208"
"Alexa Fluor 647","XF140-2"
"Alexa Fluor 647","49006 ET-Cy5"
"Alexa Fluor 647","49009 ET-Cy5 Narrow Excitation"
