Type,Recommend
"Ethidium homodimer-1","41007 Cy3"
"Ethidium homodimer-1","U-FGW"
"Ethidium homodimer-1","U-MWG2"
"Ethidium homodimer-1","U-MNG2"
"Ethidium homodimer-1","U-MWIG3"
